stasiun,pm10,so2,co,o3,no2,max,critical,categori
2.3143763926594874,60.43812546421983,13.618745357801709,13.752501856879316,101.56187453578018,10.56187453578017,101.56187453578018,1.0,0.0
2.9457152652740346,68.89143053054806,22.945715265274035,12.89143053054807,112.97285763263702,7.108569469451931,112.97285763263702,1.0,0.0
2.0,65.93233641652657,18.89580776198482,17.10419223801518,111.0,11.44790388099241,111.0,1.0,0.0
1.1173727877155815,77.53050884913768,20.765254424568838,22.765254424568838,102.11737278771558,15.061017698275348,102.11737278771558,1.0,0.0
2.0,64.26727069574555,18.663646521272227,17.336353478727773,111.5345413914911,11.465458608508891,111.5345413914911,1.0,0.0
3.79864952574713,45.61755616528731,20.20135047425287,19.81215426827583,105.59729905149426,7.59729905149426,105.59729905149426,1.0,0.0
2.0,71.21560840306061,16.21560840306062,20.071869467686874,110.42504425850501,9.856261064626253,110.42504425850501,1.0,0.0
0.0,66.41657234446564,18.583427655534365,7.0,106.37514148330155,13.583427655534367,106.37514148330155,1.0,0.0
1.5310786180156675,64.46892138198433,19.765539309007835,13.889853781070503,110.06215723603134,12.468921381984332,110.06215723603134,1.0,0.0
3.6776384644262867,64.77298844565543,20.677638464426288,15.96708460672114,107.19409616106572,6.322361535573713,107.19409616106572,1.0,0.0
4.0,41.06791121152863,19.35597040384288,13.491792826900145,107.93208878847136,8.0,107.93208878847136,1.0,0.0
3.1804513476153686,46.91729191430779,18.72681711587179,9.092731536512842,107.08771981110253,6.639097304769263,107.08771981110253,1.0,0.0
4.0,42.222218980917525,19.22221898091752,10.222189809175212,108.33334305724743,5.666656942752564,108.33334305724743,1.0,0.0
2.018886975156336,73.89612163664015,19.018886975156335,20.943339074530993,103.04721743789084,7.981113024843664,103.04721743789084,1.0,0.0
4.0,38.83454045133993,18.74100898918665,11.841720785143384,108.54676573107665,7.9352522472966625,108.54676573107665,1.0,0.0
1.6265875628937627,60.20886252096459,15.911374790354124,12.835450083858351,101.79113747903541,10.791137479035413,101.79113747903541,1.0,0.0
1.5653217338016403,56.79651017512404,18.37688115586776,13.130643467603281,102.75376231173551,10.43467826619836,102.75376231173551,1.0,0.0
1.5197517408945629,69.19751740894563,19.480248259105437,17.158013927156503,102.03950348178913,10.881489554632623,102.03950348178913,1.0,0.0
2.6378205323663293,58.897435741069366,20.63782053236633,23.016025856029625,106.53525627343569,8.173076805802022,106.53525627343569,1.0,0.0
0.0,66.66698181826237,18.333018181737636,7.0,105.99952727260646,13.333018181737636,105.99952727260646,1.0,0.0
0.362271786998139,65.27545642600373,19.36227178699814,9.173630721988834,104.82636927801117,14.0,104.82636927801117,1.0,0.0
1.3834447527268212,59.06755802181457,29.24832870909768,14.766889505453642,112.23311049454635,12.0,112.23311049454635,1.0,0.0
3.4784054092304615,64.04318918153908,24.12956754461723,17.086378363078154,107.47840540923046,7.043189181539077,107.47840540923046,1.0,0.0
1.9640261798834266,71.25181674081601,16.179869100582867,20.107921460349722,110.67623561895084,10.21584292069944,110.67623561895084,1.0,0.0
4.0,45.42745259621422,19.0,8.0,106.06218348895923,5.48963608517346,106.06218348895923,1.0,0.0
1.0640447952280336,77.55168643340376,20.67977602385983,22.807865614315897,102.5764031570523,15.615731228631798,102.5764031570523,1.0,0.0
2.7684400932456494,69.4631198135087,21.379080652719548,14.620919347280452,112.5368801864913,7.694679720263052,112.5368801864913,1.0,0.0
0.8467979767120032,64.30640404657599,19.846797976712004,12.080787860272018,101.91921213972797,14.0,101.91921213972797,1.0,0.0
2.0,64.73626560473583,16.318671976320807,19.681328023679193,112.47253120947168,10.527468790528323,112.47253120947168,1.0,0.0
2.9626548926545286,68.81327446327265,22.887964677963584,13.112035322036414,112.92530978530905,7.186725536727358,112.92530978530905,1.0,0.0
4.0,62.336818354869465,20.905259764981352,14.668409177434732,107.76314941245337,6.0,107.76314941245337,1.0,0.0
3.7495124259203614,63.12524378703982,20.87475621296018,15.12524378703982,108.37573136111946,6.751462722238916,108.37573136111946,1.0,0.0
3.3485039862731734,61.65149601372683,10.605984054907307,15.348503986273172,101.0,10.868661351635769,101.0,1.0,0.0
4.0,41.25360261218249,19.0,9.119596081726266,109.0,6.119596081726266,109.0,1.0,0.0
2.0,68.59072288912834,17.376729777640946,18.623270222359054,111.0,10.688364888820473,111.0,1.0,0.0
0.0196066901524925,67.84314647878006,17.019606690152493,7.098033450762463,103.96078661969501,11.980393309847507,103.96078661969501,1.0,0.0
1.6193867495530267,65.0,17.28367950268184,16.432640994636323,112.61938674955303,10.380613250446974,112.61938674955303,1.0,0.0
2.3162234753636954,62.68377652463631,14.735106098545218,14.316223475363696,101.0,12.245035366181739,101.0,1.0,0.0
4.0,41.07616406943686,19.0,10.641278643521048,108.2825572870421,7.760852429014031,108.2825572870421,1.0,0.0
4.0,57.47825547005988,20.519848301744336,14.039696603488675,108.24007584912783,6.480151698255662,108.24007584912783,1.0,0.0
3.4090077093422955,66.54595374394623,22.181984581315408,13.818015418684592,110.95496145328852,6.590992290657704,110.95496145328852,1.0,0.0
0.5936077755281906,65.62556889788723,18.78082332658457,10.561646653169143,102.21917667341543,13.187215551056381,102.21917667341543,1.0,0.0
4.0,56.102366043870006,20.400205742945218,13.800411485890436,108.29989712852739,6.599794257054782,108.29989712852739,1.0,0.0
1.923095889435249,60.15393150245862,31.307616442259004,16.30773972358812,110.23071233169425,10.153808221129502,110.23071233169425,1.0,0.0
1.6785175544565079,57.625188559402226,23.767399212880317,12.339258777228254,101.66074122277175,8.625188559402222,101.66074122277175,1.0,0.0
0.7722131733992033,65.22778682660079,20.544426346798407,8.544426346798407,110.86106586699601,11.68336047980239,110.86106586699601,1.0,0.0
4.0,42.24902242114383,19.24902242114383,10.490224211438303,108.25293273656851,5.747067263431491,108.25293273656851,1.0,0.0
1.0208163726730517,63.97918362732695,19.916734509307794,13.020816372673051,101.0,13.97224483643593,101.0,1.0,0.0
1.5898123871114331,64.41018761288856,20.410187612888567,13.128686709780032,111.41018761288856,11.589812387111433,111.41018761288856,1.0,0.0
0.7593718150255763,65.72188455492328,20.037487260102306,8.518743630051153,110.0749745202046,11.240628184974424,110.0749745202046,1.0,0.0
1.6964254081382033,71.03574591861796,16.82144755117078,24.392850816276407,51.16094520591116,8.339320510479766,104.78570163255281,2.3928508162764066,0.0
1.036634116743777,64.1465364669751,19.816829416281116,13.439609400925324,98.36234359444806,13.670292949306008,101.18317058371889,1.0732682334875538,0.0
1.8340409101101716,69.65959089889829,15.995754539338972,24.668081820220344,41.115013561957475,6.825549988788113,105.33616364044069,2.668081820220343,0.0
2.337495220418118,72.14377628770035,19.33749522041812,19.987514338745644,103.84373805104529,7.662504779581882,103.84373805104529,1.0,0.0
2.703799561950061,64.62025054756242,19.70379956195006,12.407599123900123,106.70379956195006,7.944300657074908,106.70379956195006,1.0,0.0
3.472946946144115,66.16231832313531,22.05410610771177,13.945893892288229,110.63526526927943,6.5270530538558855,110.63526526927943,1.0,0.0
2.2232138362233194,65.1160691811166,20.669641508669958,15.330358491330042,111.44642767244665,10.883930818883403,111.44642767244665,1.0,0.0
0.0,67.68329225684934,17.316707743150662,7.0,104.47506161472599,12.316707743150662,104.47506161472599,1.0,0.0
2.1094404035381435,64.10944040353814,20.766082824767004,16.32832121061443,110.56223838584742,11.562238385847426,110.56223838584742,1.0,0.0
0.4013442860032459,65.59865571399675,19.802688572006492,7.802688572006492,109.00672143001623,12.795967141990262,109.00672143001623,1.0,0.0
3.381378031070513,56.813780310705134,29.660707565012814,13.762756062141026,103.6696462174936,4.762756062141026,103.6696462174936,1.0,0.0
4.0,40.15851123954234,19.052837079847446,11.36985955893213,108.84148876045766,8.0,108.84148876045766,1.0,0.0
1.0853886717706003,77.4449736334911,21.256166015311802,22.8292226564588,102.2134716794265,15.6584453129176,102.2134716794265,1.0,0.0
0.9610821701828588,64.07783565963429,19.96108217018286,12.766493021097153,101.23350697890285,14.0,101.23350697890285,1.0,0.0
3.0,65.93978762162351,26.06021237837649,17.590318567564736,108.40968143243526,7.765053094594123,108.40968143243526,1.0,0.0
4.0,43.474923127405546,19.0,8.0,107.73578017650954,5.2107033039150785,107.73578017650954,1.0,0.0
4.0,49.194373533925955,19.02776764770371,8.09718676696298,103.06941911925927,6.0,103.06941911925927,1.0,0.0
2.8517439192164327,68.25871959608216,22.5552317576493,13.444768242350701,112.70348783843286,7.741280403917837,112.70348783843286,1.0,0.0
4.0,40.53319141854109,19.046364471177487,11.092728942354972,108.97681776441125,7.953635528822514,108.97681776441125,1.0,0.0
3.0,67.27382530106611,24.726174698933892,15.58926204840084,110.41073795159916,7.431543674733473,110.41073795159916,1.0,0.0
2.523069335943842,62.476930664056155,13.907722656224632,14.523069335943841,101.0,11.969240885408212,101.0,1.0,0.0
0.427030153831257,64.58375876934994,17.427030153831257,9.135150769156285,103.14593969233749,11.572969846168743,103.14593969233749,1.0,0.0
2.8531187299178358,66.32193143073948,25.824949839342686,19.29376254016433,106.41247491967134,8.0,106.41247491967134,1.0,0.0
0.5905620867790305,73.9056208677903,19.36224834711612,16.448993388464487,102.81887582644194,14.362248347116122,102.81887582644194,1.0,0.0
0.0,66.42887577533335,18.571124224666654,7.0,106.35668633699999,13.571124224666654,106.35668633699999,1.0,0.0
0.666713514418952,62.66629188464839,17.66671351441895,10.33356757209476,102.6665729711621,11.333286485581048,102.6665729711621,1.0,0.0
0.4328613306402136,66.70141600807936,18.731445322560855,7.865722661280428,107.4628906451217,11.567138669359787,107.4628906451217,1.0,0.0
2.7697033370139383,69.46059332597213,21.38792335909757,14.612076640902432,112.53940667402787,7.690889988958185,112.53940667402787,1.0,0.0
1.0011616298409132,55.99825755523863,35.0,13.999419185079544,112.99303022095452,11.995353480636346,112.99303022095452,1.0,0.0
2.0,65.96016648036094,18.879904868365177,17.120095131634823,111.0,11.439952434182588,111.0,1.0,0.0
0.7873688774107638,64.85052449035695,19.36210663223229,11.724213264464582,101.6378933677677,13.574737754821527,101.6378933677677,1.0,0.0
4.0,23.894576228426036,15.451089578196676,23.45869250616399,102.36087166255734,7.090217915639335,102.36087166255734,1.0,0.0
2.0958977482426366,70.42461351054418,17.054875230669005,19.90410225175736,110.61640900702945,9.808204503514727,110.61640900702945,1.0,0.0
3.1528764340186495,68.0827413958881,22.6942471319627,13.305752868037299,112.23561782990676,6.8471235659813505,112.23561782990676,1.0,0.0
2.0,64.59824998508293,17.00875007458536,18.99124992541464,112.19649997016586,10.803500029834144,112.19649997016586,1.0,0.0
3.875884375456081,26.21993123449324,15.744693747263513,24.372346873631756,102.24823124908784,6.875884375456081,102.24823124908784,1.0,0.0
2.0,70.92501088309345,16.950007255395633,23.049992744604367,65.07513422481924,6.4625054415467265,104.53749455845328,2.0249963723021827,0.0
3.5910281984001444,62.43140130559949,9.431401305599493,17.84037310719935,86.27701514240519,8.97757049600036,102.02242950399963,1.4089718015998556,0.0
4.0,45.782568095939894,19.5028320083426,12.005664016685198,108.7485839958287,7.497167991657401,108.7485839958287,1.0,0.0
4.0,40.989361983519565,19.329787327839856,13.308511294878983,108.01063801648044,8.0,108.01063801648044,1.0,0.0
4.0,51.14576639789867,19.871025371228445,11.048588799299559,108.56448731438577,5.435512685614222,108.56448731438577,1.0,0.0
1.1611934037669251,64.89253773082206,21.0,9.32238680753385,111.7850754616441,10.731344327055124,111.7850754616441,1.0,0.0
1.0770261188953065,56.17972761075571,34.64054477848857,14.025675372965102,112.87162313517449,11.845947762209388,112.87162313517449,1.0,0.0
2.4739152552313763,64.47391525523138,23.317406786619635,17.42174576569413,109.1043389790745,10.104338979074495,109.1043389790745,1.0,0.0
1.987697416027103,68.12302583972897,15.073815503837382,24.975394832054207,29.89808863002148,5.135328423701867,105.95078966410841,2.975394832054206,0.0
3.0,67.765700609184,24.23429939081601,14.851449086224012,111.14855091377599,7.308574847704002,111.14855091377599,1.0,0.0
1.883502189566511,65.0,15.698986862600934,19.60202627479813,112.88350218956651,10.116497810433488,112.88350218956651,1.0,0.0
4.0,46.22112053321722,18.588314153069216,9.64674338772313,102.89707853826731,6.102921461732696,102.89707853826731,1.0,0.0
2.8018055212061577,62.4977430984923,11.295034816683067,13.304062422713855,102.79729171819076,11.198194478793843,102.79729171819076,1.0,0.0
2.520561119974908,64.47943888002509,16.561683359924725,19.438316640075275,111.69859720006274,8.958877760050184,111.69859720006274,1.0,0.0
4.0,62.107615966458724,15.199503781981687,15.44619201677064,104.87665588260552,7.784768067082558,104.87665588260552,1.0,0.0
2.4944012641238045,64.00373249058413,21.0,11.988802528247609,110.00746498116825,8.509331226460326,110.00746498116825,1.0,0.0
2.0,68.68731034926789,15.614551724877982,20.38544827512202,111.77089655024403,10.0,111.77089655024403,1.0,0.0
1.9531694790634648,64.04683052093654,20.046830520936535,15.672186353444253,111.04683052093654,11.953169479063465,111.04683052093654,1.0,0.0
1.7571016773891708,62.05681341911337,23.643474839162437,15.514203354778342,111.48579664522165,12.0,111.48579664522165,1.0,0.0
2.0,67.77048236553244,17.84543864826717,18.15456135173283,111.0,10.922719324133585,111.0,1.0,0.0
2.0,70.92209213319742,15.987015355532904,20.012984644467096,111.02596928893419,10.0,111.02596928893419,1.0,0.0
2.0969085227810322,65.38763409112413,15.775268182248258,20.224731817751742,113.0,9.709274431656903,113.0,1.0,0.0
2.7668402507367826,64.76684025073678,25.367881755157477,18.300520752210346,107.93263899705288,8.93263899705287,107.93263899705288,1.0,0.0
3.9484026330209288,40.34398244652714,18.982800877673643,11.017199122326357,108.8796061437155,8.05159736697907,108.8796061437155,1.0,0.0
0.7745414042195096,65.67637578734147,20.09816561687804,8.54908280843902,110.19633123375607,11.225458595780491,110.19633123375607,1.0,0.0
4.0,47.56287134797517,19.0,8.0,104.23182455887843,5.794695906853596,104.23182455887843,1.0,0.0
4.0,47.28002398242809,19.28666266959532,10.86662669595318,103.85998800878595,6.573325339190636,103.85998800878595,1.0,0.0
0.09696001660108244,67.22431986719134,17.09696001660108,7.484800083005412,103.80607996679784,11.903039983398918,103.80607996679784,1.0,0.0
2.0,67.17198780208128,15.361997967013545,20.638002032986456,112.27600406597291,10.0,112.27600406597291,1.0,0.0
3.614004448977303,59.14004448977303,26.403937714317756,14.228008897954606,105.29803114284113,5.228008897954606,105.29803114284113,1.0,0.0
4.0,40.09170163840798,19.0,10.862447542388027,109.0,7.862447542388027,109.0,1.0,0.0
2.493354641444789,68.03987215133127,21.426901055892674,19.50664535855521,109.02658143422084,9.013290717110422,109.02658143422084,1.0,0.0
0.0,67.54374535833765,17.456254641662362,7.0,104.68438196249355,12.45625464166236,104.68438196249355,1.0,0.0
3.2739442101806815,62.27059763218381,9.633625527093466,14.366374472906534,101.5445418423645,10.36302789490966,101.5445418423645,1.0,0.0
1.2422699249240234,64.9690796996961,18.788650375379884,15.90723909908828,83.55656540547032,11.81957067568379,102.21134962462011,1.4845398498480467,0.0
1.2632297794207386,55.60515533086889,35.0,13.86838511028963,111.42062132347557,10.947080882317046,111.42062132347557,1.0,0.0
4.0,47.97567569200141,19.0,8.341441435999531,103.68288287199906,6.2276276239996875,103.68288287199906,1.0,0.0
1.3756011630023806,65.50240465200952,18.121994184988097,17.507213956028565,73.9567162638286,10.619589532978575,102.8780058150119,1.7512023260047611,0.0
1.9572170860518252,60.307476887233214,31.1711316557927,16.393042715129564,110.12834874184452,10.08556582789635,110.12834874184452,1.0,0.0
1.0882645281931187,64.88264528193119,19.91173547180688,13.70611622554495,101.17652905638624,13.470412830841287,101.17652905638624,1.0,0.0
1.5338991106311277,66.0826261117111,18.53389911063113,10.067798221262255,105.53389911063113,9.699151334053308,105.53389911063113,1.0,0.0
1.6461080212450012,60.646108021245,18.646108021245002,12.646108021245002,103.29221604249,9.923153297924998,103.29221604249,1.0,0.0
3.049284516528359,56.34499161569851,21.0,26.408585801659694,104.19713806611344,6.0,104.19713806611344,1.0,0.0
1.0,61.72561744049002,26.09348398145997,10.819101421949988,112.36382028439,11.363820284389998,112.36382028439,1.0,0.0
2.2743075052007162,54.08853874219893,35.0,13.362846247399641,105.3541549687957,6.902769979197135,105.3541549687957,1.0,0.0
2.9261312247601836,48.4432126514389,18.64204374158673,9.431825033653089,106.4943061911071,7.147737550479633,106.4943061911071,1.0,0.0
4.0,43.99695372277649,19.0,8.0,107.28832538047729,5.285279103253784,107.28832538047729,1.0,0.0
1.4659799353692415,76.13608025852304,20.06804012926152,22.06804012926152,102.46597993536925,12.272160517046068,102.46597993536925,1.0,0.0
3.2512453715044547,52.73381017044209,20.748754628495544,24.738791656459906,104.5024907430089,6.502490743008909,104.5024907430089,1.0,0.0
3.4660060061216775,59.262042042851746,21.0,21.40792792653987,105.86402402448671,6.0,105.86402402448671,1.0,0.0
2.8424908491376364,60.614163616379216,11.858363836207879,14.456654465516849,101.38583638362078,10.385836383620788,101.38583638362078,1.0,0.0
2.6841092255846566,53.82493283952293,18.56136974186155,9.754521032553791,102.56136974186155,8.193151290692239,102.56136974186155,1.0,0.0
2.0,64.8653910038595,15.673044980702507,20.326955019297493,112.730782007719,10.269217992281003,112.730782007719,1.0,0.0
1.7620704625096173,74.95171814996154,19.475859074980765,21.475859074980765,102.76207046250961,9.903436299923062,102.76207046250961,1.0,0.0
4.0,52.44349469881297,19.49192781411614,9.721747349406487,104.22981953529035,6.0,104.22981953529035,1.0,0.0
4.0,43.36853464983418,19.93857755836097,17.3857755836097,105.81573267508291,7.87715511672194,105.81573267508291,1.0,0.0
4.0,45.76916895899828,19.538471840166952,13.384718401669533,104.61541552050086,7.0769436803339065,104.61541552050086,1.0,0.0
0.12303240442558183,67.63090278672325,17.49212961770233,7.246064808851163,104.98425923540465,11.876967595574419,104.98425923540465,1.0,0.0
1.6514169952330904,64.34858300476691,20.34858300476691,13.559918966631633,111.34858300476691,11.65141699523309,111.34858300476691,1.0,0.0
4.0,40.31279057042593,19.10426352347531,11.729844664327178,108.68720942957407,8.0,108.68720942957407,1.0,0.0
3.215021406285311,61.78497859371469,11.139914374858757,15.215021406285311,101.0,11.046638124952919,101.0,1.0,0.0
0.953686376190008,60.277881742859954,18.046313623809993,11.76843188095004,102.23156811904995,11.138940871429977,102.23156811904995,1.0,0.0
1.8124496786001527,67.24979871440061,15.937751606999237,22.74939614320183,42.503623140789,6.687952892598625,105.06224839300076,2.6248993572003054,0.0
0.9808571982656167,65.05742840520315,20.923428793062467,8.961714396531233,111.84685758612494,11.019142801734382,111.84685758612494,1.0,0.0
3.827996529382666,61.60201214716067,8.60201214716067,16.774015617778005,94.80787505777597,9.569991323456666,101.43000867654334,1.1720034706173341,0.0
4.0,62.73688390832012,19.28974540408074,15.131558045839943,107.0790936791204,6.526232183359772,107.0790936791204,1.0,0.0
1.0847016644731178,59.43532223684588,18.028233888157708,11.971766111842294,102.19763721710395,10.915298335526883,102.19763721710395,1.0,0.0
2.8261857622677367,66.04288542639358,25.088043384945102,19.173814237732262,107.69525695092905,8.347628475464527,107.69525695092905,1.0,0.0
2.8876961013062554,68.43848050653128,22.663088303918766,13.336911696081234,112.77539220261251,7.561519493468723,112.77539220261251,1.0,0.0
4.0,62.63684693524261,20.948120990748944,14.818423467621304,107.87030247687235,6.0,107.87030247687235,1.0,0.0
3.694720001871818,50.221119992512726,23.88447997005091,9.526399990640911,102.38944000374363,5.389440003743636,102.38944000374363,1.0,0.0
0.7769407272584359,61.78447418193251,17.776940727258435,10.88470363629218,102.44611854548313,11.223059272741564,102.44611854548313,1.0,0.0
3.6689720841304156,63.22068527724639,21.0,14.337944168260831,108.44137055449278,6.551713193115973,108.44137055449278,1.0,0.0
0.18419408647015278,65.81580591352984,19.092097043235075,7.828873389115688,107.3683881729403,13.815805913529847,107.3683881729403,1.0,0.0
1.6319685889327291,63.78934380368909,20.21065619631091,13.42131239262182,102.47459337417637,12.314750429512722,102.47459337417637,1.0,0.0
1.2139773388734612,57.71181871098769,31.79033991689808,14.427954677746923,112.57204532225308,12.0,112.57204532225308,1.0,0.0
0.40958795504606627,64.72329635963148,17.409587955046067,9.047939775230331,103.18082408990787,11.590412044953935,103.18082408990787,1.0,0.0
1.9904337086974835,64.00956629130252,20.009566291302516,15.933035960882385,111.00956629130252,11.990433708697484,111.00956629130252,1.0,0.0
0.5058593133294108,73.05859313329411,19.023437253317642,15.093749013270573,102.98828137334118,14.023437253317644,102.98828137334118,1.0,0.0
4.0,45.42589936829065,19.595683438618224,13.956834386182248,104.78705031585467,7.191366877236449,104.78705031585467,1.0,0.0
0.9199539942826309,60.48027603430421,18.08004600571737,11.599769971413155,102.40023002858685,11.240138017152107,102.40023002858685,1.0,0.0
3.0,62.89786585648614,25.59857723765743,20.868563683123426,106.29928861882871,7.532859079219143,106.29928861882871,1.0,0.0
2.643824726729573,61.64382472672958,19.643824726729573,13.643824726729573,105.28764945345915,8.260292122117377,105.28764945345915,1.0,0.0
4.0,45.37014556386865,19.0,8.0,106.1113038023983,5.48144936626695,106.1113038023983,1.0,0.0
4.0,56.23258113348612,20.355483917474867,12.74419371116204,108.32225804126257,5.6777419587374345,108.32225804126257,1.0,0.0
1.9790411891279267,58.2844294412985,30.43114111740301,14.326347063042641,111.3682646847868,10.041917621744146,111.3682646847868,1.0,0.0
0.5265509557459847,63.78759235403212,17.526550955745986,9.632754778729923,102.94689808850804,11.473449044254016,102.94689808850804,1.0,0.0
2.197450313779224,61.19745031377922,19.197450313779225,13.197450313779223,104.39490062755844,9.004249477034627,104.39490062755844,1.0,0.0
4.0,35.96748319775629,17.793496639551257,12.826013441794972,106.8886191192147,5.603251680224371,106.8886191192147,1.0,0.0
3.0,68.98044239148128,23.019557608518728,13.029336412778093,112.9706635872219,7.004889402129682,112.9706635872219,1.0,0.0
2.42231235440454,64.42231235440454,22.956186480831782,17.26693706321362,109.31075058238184,10.31075058238184,109.31075058238184,1.0,0.0
0.393163255856677,65.60683674414332,19.786326511713355,7.786326511713354,108.96581627928339,12.82051023242997,108.96581627928339,1.0,0.0
2.261620699523275,70.47675860095345,17.831344896662923,18.168655103337077,111.52324139904655,9.215137901430175,111.52324139904655,1.0,0.0
1.0,63.2528884313635,19.62644421568175,12.813222107840875,101.18677789215913,13.439666323522626,101.18677789215913,1.0,0.0
3.5772298059565824,61.422770194043416,9.69108077617367,15.577229805956582,101.0,10.56369359205789,101.0,1.0,0.0
1.3933249762285314,65.78664995245707,21.39332497622853,9.786649952457063,112.19666248811427,10.213350047542937,112.19666248811427,1.0,0.0
3.2455752254361747,64.50884954912765,25.526548647382953,18.017699098255303,107.24557522543617,7.508849549127651,107.24557522543617,1.0,0.0
3.6462414548674693,62.174563394690765,22.650873210618478,14.882080484955823,108.58959757522088,6.707517090265061,108.58959757522088,1.0,0.0
3.4848883975211953,49.69645083222446,20.515111602478804,22.63600442230924,104.96977679504239,6.969776795042391,104.96977679504239,1.0,0.0
2.9215265128203005,69.1569469743594,22.450685589742104,13.549314410257896,112.8430530256406,7.235420461539098,112.8430530256406,1.0,0.0
0.4845821685154711,65.51541783148453,19.969164337030943,7.969164337030942,109.42291084257735,12.546253494453588,109.42291084257735,1.0,0.0
0.0,66.45039976056026,18.549600239439744,7.0,106.32440035915961,13.549600239439743,106.32440035915961,1.0,0.0
4.0,62.05047203073778,14.828068199795545,15.474763984631112,104.67665210758221,7.899055938524447,104.67665210758221,1.0,0.0
4.0,45.24439225440777,19.625934624265373,14.259346242653711,104.87780387279611,7.251869248530742,104.87780387279611,1.0,0.0
4.0,42.21470241153312,19.214702411533118,10.14702411533117,108.35589276540065,5.6441072345993515,108.35589276540065,1.0,0.0
1.0,57.214051265355195,33.11147580944748,13.32552707480267,112.86510541496054,11.865105414960533,112.86510541496054,1.0,0.0
0.05773634654442239,65.94226365345558,19.115472693088844,7.115472693088845,107.28868173272211,13.826790960366733,107.28868173272211,1.0,0.0
1.0914511439438812,65.18290228788776,21.091451143943882,9.182902287887762,112.04572557197194,10.817097712112238,112.04572557197194,1.0,0.0
1.4716985666763336,64.52830143332366,20.528301433323666,12.301889966734336,111.52830143332366,11.471698566676334,111.52830143332366,1.0,0.0
0.9696152731593881,64.06076945368122,19.969615273159388,12.81769163895633,101.18230836104367,14.0,101.18230836104367,1.0,0.0
1.843225759559243,74.62709696176303,19.313548480881515,21.313548480881515,102.84322575955925,9.254193923526056,102.84322575955925,1.0,0.0
0.2442481367791346,64.5345111793252,18.755751863220866,8.221240683895672,105.77875931610433,13.267255589662597,105.77875931610433,1.0,0.0
0.14622177247667878,65.12266936513993,18.85377822752332,7.731108862383394,106.2688911376166,13.561334682569964,106.2688911376166,1.0,0.0
2.9401800794336634,64.94018007943366,26.581260556035645,18.82054023830099,107.23927968226535,8.239279682265346,107.23927968226535,1.0,0.0
4.0,42.076637911450774,19.076637911450778,8.766379114507767,108.77008626564766,5.229913734352331,108.77008626564766,1.0,0.0
1.3281509447049598,67.2815094470496,19.67184905529504,15.625207557639678,101.65630188940992,12.031094331770241,101.65630188940992,1.0,0.0
3.5366265831642987,62.5366265831643,20.5366265831643,14.5366265831643,107.0732531663286,6.772289028059502,107.0732531663286,1.0,0.0
3.0,56.97421829071601,32.35052113952266,14.987109145358005,102.987109145358,5.32473943023867,102.987109145358,1.0,0.0
1.8822837823756164,60.294094594125205,15.059054058747947,13.176378376500821,101.70590540587479,10.705905405874795,101.70590540587479,1.0,0.0
3.0,67.6078389905094,24.392161009490593,15.08824151423589,110.91175848576411,7.348040252372648,110.91175848576411,1.0,0.0
0.0,67.69321598124377,17.30678401875624,7.0,104.46017602813436,12.306784018756238,104.46017602813436,1.0,0.0
1.0,57.32587879757493,32.937521870439,13.26340066801393,112.85268013360279,11.852680133602785,112.85268013360279,1.0,0.0
1.5608201050877208,72.39179894912279,17.635079369473676,24.121640210175443,61.06013232859639,9.830978844035073,104.24328042035089,2.1216402101754417,0.0
1.2892783941076422,65.15711357643058,18.553608029461788,16.471340729291708,80.17195562424976,11.39649445303122,102.44639197053822,1.5785567882152844,0.0
4.0,40.58151497230323,19.0,10.127727541545156,109.0,7.1277275415451555,109.0,1.0,0.0
2.502215268631181,64.50221526863118,23.515506880418265,17.50664580589354,108.99113892547527,9.991138925475276,108.99113892547527,1.0,0.0
2.9144032244636984,68.8288064489274,22.914403224463697,12.828806448927397,112.95720161223186,7.171193551072603,112.95720161223186,1.0,0.0
2.416951347699483,60.66438921840413,20.416951347699484,20.586464824694314,108.08134056610362,9.4982919138031,108.08134056610362,1.0,0.0
3.7447036674824323,60.914901222494144,8.85098777505856,15.659604889976576,101.08509877750586,10.085098777505856,101.08509877750586,1.0,0.0
4.0,30.014925821750374,16.187396418037093,19.25041432785163,102.29684910450928,6.703150895490727,102.29684910450928,1.0,0.0
0.0319865649991824,65.96801343500081,19.01599328249959,7.143939542496321,107.06397312999836,13.968013435000817,107.06397312999836,1.0,0.0
1.9013938934427563,66.80278778688552,21.901393893442755,10.802787786885514,112.45069694672138,9.197212213114486,112.45069694672138,1.0,0.0
3.6074726973663633,65.35516381580182,21.785054605267273,14.214945394732727,109.96263651316818,6.392527302633637,109.96263651316818,1.0,0.0
3.6927729615877816,61.30722703841222,9.228908153648874,15.692772961587782,101.0,10.409636051216292,101.0,1.0,0.0
1.1984765952364551,61.58781276189164,17.404570214290636,14.580195738073915,87.51120854773879,9.80914042858127,102.79390638094581,1.39695319047291,0.0
0.0,66.72418438205152,18.275815617948474,7.0,105.91372342692272,13.275815617948476,105.91372342692272,1.0,0.0
3.0,61.65582243301425,24.770548288676167,21.97260228176511,105.88527414433808,7.256849429558723,105.88527414433808,1.0,0.0
4.0,26.361118191043758,15.872223638208752,20.511105447164994,103.52639136686531,6.563888180895624,103.52639136686531,1.0,0.0
1.1922397298902685,76.07760270109732,19.846561620658388,23.384479459780536,87.9664997180104,13.885362971207046,102.76895891956107,1.3844794597805372,0.0
