stasiun,pm10,so2,co,o3,no2,max,critical,categori
3.0,53.0,23.72540423321599,13.217621269964798,53.0,7.709838306713603,23.72540423321599,4.0,1.0
0.0,49.28249410505109,14.511270632321166,8.20623526262774,30.41247052525548,9.076258842423357,49.28249410505109,2.0,1.0
2.0,32.029052721248746,14.023242176998995,20.982568367250757,39.00581054424975,7.982568367250755,39.00581054424975,1.0,1.0
3.0,43.09468206397439,30.662774447820738,30.674451104358525,32.09468206397439,5.094682063974391,43.09468206397439,2.0,1.0
0.5409403932816452,32.622821179844934,8.0,14.918119213436709,31.08188078656329,10.295298033591774,32.622821179844934,2.0,1.0
0.0,27.41662421275203,22.58337578724797,9.13887473758401,32.86112526241599,4.694373687920048,32.86112526241599,1.0,1.0
3.0,26.68372810142082,34.0,7.841864050710409,32.158135949289594,3.0,34.0,3.0,1.0
0.0,34.0,28.114308942280037,13.457235769120143,26.84758807695995,7.038102980760012,34.0,2.0,1.0
1.0,35.90957517231421,7.727393793078552,9.545212413842895,35.5452124138429,7.545212413842895,37.0,1.7273937930785526,1.0
0.0,27.421017808035057,22.578982191964943,8.15796438392989,33.42101780803505,6.947124656245385,33.42101780803505,1.0,1.0
2.742633835849828,46.628683082075085,12.227901507549486,21.485267671699656,44.0,5.742633835849828,46.628683082075085,2.0,1.0
2.2993851200395508,48.79631072023731,19.5987702400791,15.796310720237305,45.0,4.299385120039551,46.401229759920895,1.7006148799604492,1.0
1.4065462513206537,14.135515417106884,21.677577085534423,4.864484582893115,32.32242291446558,4.542061668427538,32.32242291446558,0.8644845828931155,1.0
3.3221004110002483,28.38949794499876,33.38949794499876,8.389497944998759,45.28840164400099,3.3557991779995033,45.28840164400099,0.0,1.0
2.957049533960574,38.0,21.828198135842296,9.171801864157704,43.1718018641577,3.085900932078852,43.1718018641577,1.0,1.0
3.5313862373451954,32.1171534406637,29.531386237345195,9.351460321991103,34.2343068813274,3.5857672033185057,34.2343068813274,0.11715344066370115,1.0
3.3099867095807323,32.61997341916147,23.309986709580734,13.159964558881953,49.309986709580734,4.460008860279512,50.0,1.4600088602795118,1.0
0.25265759287256007,37.0,23.50531518574512,26.0,33.16843839524837,10.326246419006507,37.0,2.0,1.0
1.0,35.03981266376846,24.00796253275369,11.007962532753693,39.03981266376846,8.007962532753693,44.0,2.9840749344926154,1.0
1.2320943371013955,43.53581132579721,8.696283011304185,18.839528314493023,35.92837734840558,8.767905662898604,43.53581132579721,2.0,1.0
0.0,31.413437677278754,7.379843484081869,16.0,28.346249290884984,13.0,31.413437677278754,2.0,1.0
0.9560952097582537,45.0,6.8682856292747605,9.912190419516508,43.69266646830778,8.043904790241747,45.0,2.0,1.0
0.0,25.0,18.474933322925118,4.474933322925118,27.10026670829953,8.525066677074882,32.949866645850236,3.0,1.0
3.0,27.863715567520785,36.68142216239608,9.454862270083137,27.136284432479215,2.863715567520784,36.68142216239608,3.0,1.0
3.0,53.0,22.366967324797436,14.669673247974371,35.633032675202564,5.834836623987186,35.633032675202564,1.0,1.0
4.0,17.313309399933317,30.765017950050012,5.0,26.234982049949988,3.9216726500166708,30.84334530003334,2.7650179500500114,1.0
0.0,24.0,5.047734294540479,18.175025746648423,27.888619979405547,12.031822863026985,28.015911431513494,0.984088568486507,1.0
0.0,45.251170676516516,2.8751951127527526,7.124804887247247,45.12480488724725,8.124804887247247,46.0,1.8751951127527526,1.0
1.0665332167776862,52.88911130537052,21.933466783222315,16.155244172481268,48.04435547785179,13.889111305370523,48.04435547785179,1.0,1.0
3.0,27.455612277735202,34.0,8.227806138867601,31.7721938611324,3.0,34.0,3.0,1.0
1.0,23.461665660329924,22.0,6.769167169835037,45.0,13.230832830164962,46.0,3.0,1.0
3.0,44.0296765961782,38.59703234038218,18.59703234038218,48.79109702114654,5.40296765961782,50.0,1.4029676596178198,1.0
1.6456361425945125,50.0,17.485453808648373,10.0,30.708727714810976,5.80581847654065,50.0,2.0,1.0
3.0,52.1226810270969,21.292439657634368,18.2453620541938,46.169758630537466,5.0,46.462198288171834,1.2924396576343664,1.0
1.0,34.152677695787666,7.61577410140411,13.84732230421233,29.76845179719178,6.38422589859589,34.152677695787666,2.0,1.0
0.0,44.80688233131634,13.731039222894553,7.403441165658171,36.59655883434183,8.0,44.80688233131634,2.0,1.0
3.4420588343875647,14.11588233122487,23.0,4.139485291403108,28.0,7.721029417193782,28.0,0.13948529140310884,1.0
3.0,35.47984655735517,37.653231038236775,18.786308633828714,31.040306885289674,5.173384480881612,37.653231038236775,4.0,1.0
4.0,21.523078743630812,32.7615393718154,4.920513123938468,35.2384606281846,3.0,35.2384606281846,0.0,1.0
0.0,45.58370102914244,2.791850514571218,6.375551543713654,45.41629897085756,8.0,46.208149485428784,1.791850514571218,1.0
1.0,35.60126477576734,7.53375492525578,9.93249014948844,34.53375492525578,6.06750985051156,35.60126477576734,2.0,1.0
0.0,29.472950810735643,4.4211748648773925,5.0,29.842349729754787,7.5788251351226075,31.578825135122607,1.578825135122607,1.0
1.7796709556815897,38.33475321676119,24.334753216761193,21.995740349716424,33.0,9.22032904431841,38.33475321676119,2.0,1.0
0.0,44.09526429081029,13.04735709189707,7.095264290810293,37.0,8.095264290810293,44.09526429081029,2.0,1.0
0.14671696415896074,27.027018749112727,25.146716964158962,7.413132143364157,29.440150892476883,10.733584820794803,38.119698215046235,2.8532830358410393,1.0
2.0,36.81419269133297,17.851354153066378,18.111484385200217,39.962838538266595,5.111484385200217,39.962838538266595,1.0,1.0
0.07728876101889137,25.768133716943325,3.3091550440755655,10.845422477962217,35.0,8.768133716943327,35.0,1.0,1.0
0.0,47.74493190005923,2.4183560333135907,7.0,45.0,10.908219833432046,47.74493190005923,2.0,1.0
0.16860464980443624,27.988372101173383,19.337209299608872,7.831395350195564,47.66279070039113,13.831395350195564,47.66279070039113,1.0,1.0
1.6699808529044484,53.0,21.004971279356674,13.0,53.0,8.665009573547776,21.004971279356674,4.0,1.0
0.0,48.089939191119235,9.318343468146795,24.726626127412825,29.771595722972442,17.36331306370641,48.089939191119235,2.0,1.0
0.7057468508233387,30.70574685082334,19.64712657458833,10.0,33.41149370164668,6.529886022118315,33.41149370164668,1.0,1.0
0.7731450681397687,26.319435204419307,21.680564795580693,16.840282397790347,26.932862670349422,6.453709863720462,26.932862670349422,1.3865725340698845,1.0
4.0,23.75971050005085,28.932850833418083,5.826859666632767,33.413429833316385,5.067149166581919,33.413429833316385,0.0,1.0
3.0,53.0,21.347105287055065,11.909079078802863,35.0,4.867763217637664,35.0,1.0,1.0
3.0,42.950876368500374,29.991812728083396,31.950876368500374,32.02456181574981,4.983625456166791,42.950876368500374,2.0,1.0
2.0,31.80645598339889,13.709683975098335,20.612911966797782,39.19354401660111,8.0,39.19354401660111,1.0,1.0
4.0,33.87952366501408,16.013386259442882,18.97322748111424,46.01338625944288,7.0,46.01338625944288,1.0,1.0
2.0,39.407295439242375,11.0,14.351823859810594,39.648176140189406,8.0,40.70364771962119,1.3518238598105943,1.0
0.899551817735458,53.0,8.698655453206374,16.100448182264543,28.298356665030013,13.601195152705445,28.298356665030013,1.0,1.0
2.0,36.269674242477805,12.384260606017756,25.0,39.961804545486686,7.6539348484955605,39.961804545486686,1.0,1.0
0.0,28.98598395101803,20.191590370610818,5.602803209796393,24.397196790203605,8.602803209796393,47.80840962938918,3.0,1.0
2.0,42.99886989114836,14.375141263606455,35.0,45.62485873639354,9.874576209180635,45.62485873639354,1.6248587363935447,1.0
1.0,25.630034993874556,21.21001166462485,6.789988335375148,42.15995334150059,6.0,44.05005832312426,1.420023329249704,1.0
1.2757119147717633,41.621440426141184,20.17286425568471,12.275711914771763,45.55142382954352,9.34572851136942,45.55142382954352,1.0,1.0
1.0,41.43119684077137,8.0,12.0,26.0,8.0,41.43119684077137,2.0,1.0
0.5010753628937477,40.66810048385833,36.16702512096458,18.0,28.835125604822913,13.496773911318757,40.66810048385833,2.0,1.0
0.0,22.393024621773783,17.69651231088689,5.0,21.089536932660675,7.348256155443446,34.651743844556556,3.0,1.0
2.2714316433886075,24.152378904407595,23.11905273898101,6.152378904407595,44.27143164338861,4.728568356611392,44.27143164338861,0.5761894522037975,1.0
0.0,42.592740249169445,14.221779252491658,24.34543291805092,22.185480498338894,16.93817316722037,42.592740249169445,2.0,1.0
1.0,25.80258036788585,19.79889412804892,9.802580367885849,47.20110587195108,14.60147449593477,47.20110587195108,1.0,1.0
4.0,46.0,15.60585505595955,25.18243483212135,42.4234202238382,7.0,46.0,2.0,1.0
4.0,26.00107101595208,29.50053550797604,9.0,26.50053550797604,3.49946449202396,29.50053550797604,3.0,1.0
1.424977317416261,38.424977317416264,19.437556706459347,23.15004536516748,37.98742061095692,7.437556706459348,39.13746597612439,1.2875113412918695,1.0
1.0,31.858391460351722,7.858391460351721,7.141608539648279,35.849651237889674,8.433565841406885,35.849651237889674,1.0,1.0
1.2808495243615856,22.842548573084756,19.719150475638415,6.9659466705311,45.280849524361585,4.280849524361585,45.280849524361585,1.0,1.0
4.0,46.0,15.931464984317858,24.205605047046426,43.72585993727143,7.0,46.0,2.0,1.0
0.0,44.63813838006225,4.021396214953313,7.340465404984438,45.68093080996888,7.659534595015562,46.340465404984435,1.659534595015562,1.0
0.0,25.969804053808986,8.0,25.06039189238203,23.363764864570783,14.0,29.0,0.7879216215235942,1.0
2.783933745919075,46.608033127040464,11.959834364797688,22.74376811071676,42.43213250816185,5.783933745919075,46.608033127040464,2.0,1.0
0.0,43.79097714542023,9.581954290840459,23.672182836638168,25.836091418319082,15.163908581680916,43.79097714542023,2.0,1.0
1.0,31.353017825931847,22.0,5.0,43.32349108703408,5.0,44.661745543517036,2.3382544564829617,1.0
0.0,30.87350952894585,21.249006352630566,5.0,26.501987294738868,7.249006352630566,44.12251588157642,3.0,1.0
3.464716718765877,32.13382082030853,29.464716718765878,9.401462460925591,34.267641640617065,3.6691041015426533,34.267641640617065,0.1338208203085307,1.0
0.6847109168061708,33.31528908319383,5.738843667224684,9.738843667224684,38.261156332775315,9.0,38.261156332775315,1.0,1.0
0.8702787914402819,22.259442417119438,22.740557582880562,5.0,32.61083637432085,7.870278791440282,38.74055758288056,3.0,1.0
1.0,27.24884737538106,23.0,4.373271063071592,41.75115262461894,16.377881561547348,44.24884737538106,3.0,1.0
3.0,46.92871973319397,36.69042675560201,8.345213377801006,39.726066889005025,3.964359866596985,46.92871973319397,2.0,1.0
0.0,24.367964916097584,18.54401169463414,6.0,19.64790644292689,9.088023389268278,36.720058473170695,3.0,1.0
3.0,25.0,34.0,9.527949879081477,33.84264995969382,3.8426499596938255,34.0,3.0,1.0
3.913837021574974,34.39685915102482,37.82767404314995,10.913837021574974,25.172325956850052,3.913837021574974,37.82767404314995,3.0,1.0
3.71984870739926,24.43969741479852,17.28015129260074,16.57977306109889,46.85992435369963,6.71984870739926,46.85992435369963,1.0,1.0
1.0530901708271387,38.05309017082714,16.314184402105013,7.420364743759292,18.47345491458643,5.367274572932153,43.73454914586431,2.473454914586431,1.0
2.494312167196985,31.741468250795478,13.741468250795478,23.517063498409044,44.49431216719699,7.752843916401508,44.49431216719699,1.0,1.0
4.0,46.3148586973644,15.842570651317802,24.0,44.94457609209319,6.842570651317801,46.62971739472879,1.8425706513178008,1.0
0.06575026391938144,25.93424973608062,3.2630010556775257,11.0,34.802749208241856,8.736998944322474,34.802749208241856,1.0,1.0
2.347233050092208,47.0,30.0,21.259288133579222,36.91205508348701,5.087944916512987,47.0,2.0,1.0
2.143148830956966,42.14314883095697,21.0,11.143148830956966,43.142127922607585,5.713702338086068,44.28527675356455,1.571574415478483,1.0
0.0,45.87227035839139,17.48019311313671,4.696038622627341,26.127729641608607,10.088115867882026,45.87227035839139,2.0,1.0
1.1448842367533547,53.0,11.406273395713098,24.0,43.86930542052013,8.144884236753354,43.86930542052013,1.0,1.0
1.637299138601158,43.0,12.461093970208106,20.274598277202315,33.91189741580347,7.725401722797685,43.0,2.0,1.0
2.0,31.66382638883933,13.663826388839327,22.34469444464269,40.68086805580336,8.0,40.68086805580336,1.0,1.0
0.7141201502656606,42.71412015026566,7.142360450796982,13.571759699468679,29.142360450796982,9.429399248671697,42.71412015026566,2.0,1.0
4.0,24.88730098658114,30.915475739935854,5.0,32.88730098658114,3.0,32.88730098658114,0.0,1.0
2.0,49.326360990823645,14.673639009176355,28.30544396329458,47.36819504588178,7.958165944941869,49.326360990823645,2.0,1.0
3.8639290268444517,29.591787080533358,40.86392902684445,5.6803548657777405,32.45571610737781,2.1360709731555483,40.86392902684445,3.0,1.0
3.0,33.497485456598305,41.0,9.998994182639322,23.501508726041017,4.998994182639322,41.0,3.0,1.0
1.180383458602328,48.08230075161397,6.09808270698836,17.443067668818625,45.721533834409314,8.180383458602329,47.36076691720466,1.819616541397672,1.0
3.0,53.0,21.410120101673538,10.410120101673536,35.410120101673535,4.0,35.410120101673535,1.0,1.0
1.0,20.929079694414007,22.0,5.0,46.0,3.3096932314713357,46.0,1.0,1.0
0.3530265532727208,50.0,10.940920340181837,11.412106213090883,32.58789378690912,7.293946893454558,50.0,2.0,1.0
3.7829981829171793,24.51901271957975,27.95301635374539,6.085009085414105,45.56599636583436,3.2170018170828207,45.56599636583436,0.0,1.0
0.0,43.524889893743804,8.074984270534829,29.70006291786068,29.22495281160449,12.449905623208977,43.524889893743804,2.0,1.0
3.455528297110124,22.455528297110124,25.274037729480167,5.0,46.0,3.0,46.0,0.18149056762995852,1.0
0.0,29.0,8.0,20.77828485138038,26.644343029723924,13.288686059447848,29.0,2.0,1.0
3.756139632056654,33.51227926411331,23.756139632056655,14.349705685484409,49.75613963205665,4.162573578628898,50.0,1.1625735786288975,1.0
0.0,44.499616319759575,14.999232639519153,6.000767360480846,37.99923263951916,8.24980815987979,44.499616319759575,2.0,1.0
0.4778778041514583,42.52212219584854,5.911511216605833,7.300900237363125,26.522122195848542,8.0,42.52212219584854,2.0,1.0
4.0,23.76747885700524,28.945798095008737,5.821680761996506,33.41084038099825,5.054201904991264,33.41084038099825,0.0,1.0
3.0,23.19682486916706,39.797883246111375,6.7978832461113745,21.80317513083294,3.3989416230556873,39.797883246111375,3.0,1.0
2.1899895907310856,41.37997918146217,28.109975711705864,30.379979181462172,32.270003469756304,6.620020818537829,41.37997918146217,2.0,1.0
0.5106841955452897,21.0,23.63835524443161,5.0,28.127671048886324,5.616986853341032,28.127671048886324,0.8723289511136776,1.0
0.0,29.094893520941493,21.81021295811701,12.715319437175516,35.62042591623402,8.094893520941495,35.62042591623402,1.0,1.0
1.0,41.44811398705578,7.0,10.0,44.0,7.112028496763944,44.11202849676395,1.1120284967639444,1.0
2.6104922386979372,36.779015522604126,17.389507761302063,14.831476716093812,46.69475388065103,5.610492238697937,46.69475388065103,1.0,1.0
2.0,50.0,14.017864390577738,31.035728781155477,44.071457562310954,12.017864390577738,50.0,2.0,1.0
0.16825777269792963,26.0,5.3365155453958595,5.3365155453958595,31.0,6.6634844546041405,31.0,1.0,1.0
3.0,31.90606900702527,40.87056157042496,10.0,46.223369422549766,6.0,46.223369422549766,0.0,1.0
0.15718392617054844,26.785919630852742,24.528448221488354,8.0,29.785919630852742,10.314367852341096,39.3143678523411,3.0,1.0
0.004821407322643023,23.004821407322645,22.990357185354714,4.009642814645286,25.028928443935857,4.995178592677357,38.0,3.0,1.0
4.0,13.31423976104298,27.31423976104298,4.262847952208596,20.10278361766877,6.948608191165615,27.31423976104298,3.0,1.0
1.0,22.768883677033845,22.231116322966155,5.3844418385169215,32.23111632296616,6.462232645932314,38.61555816148308,3.0,1.0
2.0,25.288608385427693,18.94227832291446,12.173165031256616,27.173165031256616,4.942278322914461,27.173165031256616,1.0577216770855389,1.0
0.0,25.25325390590001,17.85065078118,5.850650781180002,23.25325390590001,7.850650781180002,34.14934921882,3.0,1.0
1.0,34.0,7.0,11.0,30.502369507824188,7.623222869131859,34.0,2.0,1.0
0.5163709480084198,37.77455642201263,11.807298318029469,23.74181452599579,26.96725810398316,9.934516207966322,37.77455642201263,2.0,1.0
3.261051213768992,34.246316262077,8.246316262077002,7.970530096616022,46.246316262077,3.0,46.246316262077,1.0,1.0
0.27623999541378663,21.552479990827575,22.447520009172425,5.966839983948253,27.861880002293105,5.861880002293106,27.861880002293105,1.0,1.0
0.0,20.973828679107864,3.6753904402973783,9.026171320892136,27.0,8.350780880594757,27.0,1.0,1.0
0.0,26.808981644768167,3.21347246715225,4.4044908223840835,27.808981644768167,6.617963289536334,27.808981644768167,1.0,1.0
0.0,24.039351345243034,20.921297309513932,4.519675672621517,25.0,6.559027017864552,35.92129730951393,3.0,1.0
1.0,44.615771887209945,8.0,19.161577188720994,32.96946313232597,8.515268433837015,42.19211405639503,1.838422811279005,1.0
4.0,13.439278320679907,24.09819580169977,4.0,27.780360839660045,8.0,28.0,0.6589174810198617,1.0
0.0,23.02739767109417,19.0,5.9863011644529145,16.123289519923766,9.972602328905829,38.931505822264576,3.0,1.0
1.0,26.41275072038969,22.568791786731616,7.0,42.15604106634193,12.431208213268384,46.0,3.0,1.0
1.0,23.120558005345096,21.0,7.0,45.81916299198235,12.57804698129216,45.81916299198235,1.0,1.0
3.841203766261565,14.947067922087188,25.735339610435943,4.0529320779128115,28.264660389564057,7.788271688348754,28.264660389564057,0.052932077912811626,1.0
3.0,35.39430324291114,37.915442594328916,11.563418054253315,38.39430324291114,6.0,38.39430324291114,2.0845574056710863,1.0
1.0,33.41936013901187,7.860213286996044,14.58063986098813,29.279573426007914,6.139786713003956,33.41936013901187,2.0,1.0
1.466803625480453,28.13278549807819,8.867214501921811,22.13278549807819,29.40041087644136,8.0,30.466803625480452,1.533196374519547,1.0
2.3872503148137723,38.0,19.54900125925509,11.450998740744911,45.45099874074491,4.2254993703724555,45.45099874074491,1.0,1.0
2.0,37.397779939076706,17.084445679472402,21.7711114198681,39.7711114198681,6.457777160263799,39.7711114198681,1.0,1.0
0.0,25.585763423296402,19.439322567472303,19.828473153407195,38.5606774325277,12.267795720879498,38.5606774325277,1.0,1.0
1.0,33.126984819977984,8.0,14.873015180022016,29.38095445993395,6.253969639955967,33.126984819977984,2.0,1.0
1.9496312574810448,41.949631257481045,10.798525029924178,14.798525029924178,39.25184371259478,7.899262514962089,42.10073748503791,1.9496312574810448,1.0
1.3529044963604573,29.64709550363954,18.117634832120153,14.94107865696122,49.11763483212015,16.176556175158932,49.11763483212015,1.0,1.0
3.0,41.9106124613296,38.43575501546816,9.21787750773408,42.56424498453184,2.871510030936319,42.56424498453184,1.5642449845318405,1.0
0.0,19.362849647669428,4.637150352330574,12.548601409322295,25.725699295338853,11.548601409322295,25.725699295338853,1.0,1.0
2.0,31.77617545528479,13.77617545528479,25.0,41.671473634145634,7.611912272357605,41.671473634145634,1.0,1.0
1.0,23.326793263651343,21.673206736348657,5.6633966318256705,31.673206736348657,5.346413472697317,38.33660336817433,3.0,1.0
2.2272628342743994,53.0,21.3863685828628,18.454525668548797,46.1591057485884,8.477317245765203,46.1591057485884,1.0,1.0
0.02895617391525418,49.985521913042376,18.963804782605933,4.036195217394067,44.03619521739407,9.963804782605932,49.99276095652119,1.9927609565211863,1.0
1.74182854342284,53.0,21.11274281513426,13.0,53.0,8.62908572828858,21.11274281513426,4.0,1.0
0.5355717905259882,47.07114358105198,6.142287162103953,11.928856418948023,33.39328462842204,7.857712837896047,47.07114358105198,2.0,1.0
0.0,19.591080471965284,17.0,4.0,16.591080471965284,6.554648283179171,23.109296566358342,3.0,1.0
3.0,53.0,22.675935017687447,18.73154512381214,33.703740070749795,7.379675088437242,33.703740070749795,1.0,1.0
3.0,53.0,21.639762466714924,9.360237533285076,31.161425199710457,4.639762466714924,31.161425199710457,1.0,1.0
3.2073810060416483,24.80184525151041,28.00922625755206,10.783392736406292,25.80184525151041,4.792618993958351,28.207381006041647,2.6036905030208244,1.0
2.0,46.45995775649587,14.114989439123967,34.770021121752066,46.229978878247934,11.229978878247934,46.45995775649587,2.0,1.0
3.327129218354022,27.98138765506207,40.327129218354024,8.364353908229887,30.30851687341609,2.672870781645978,40.327129218354024,3.0,1.0
0.0,29.945498128677393,8.472749064338696,18.36966791421507,26.21208489276884,14.0,29.945498128677393,2.0,1.0
2.7915171074876652,32.187275661231496,14.187275661231498,22.625448677537005,44.791517107487664,7.604241446256167,44.791517107487664,1.0,1.0
1.0,32.0364005521692,7.963599447830806,7.145602208676779,35.07280110433839,9.0,35.07280110433839,1.0,1.0
3.0,53.0,28.235610008366763,14.570683002510028,53.0,5.905755996653296,28.235610008366763,4.0,1.0
0.14743569575846682,26.5576929127246,22.705128608483065,8.5576929127246,32.705128608483065,4.0,33.73717847879234,1.2948713915169336,1.0
2.0,39.76038815440035,14.119805922799822,34.11980592279982,36.19805922799822,5.359417768399467,40.599029613999114,1.8801940772001777,1.0
2.621655854836527,44.51337658065389,20.243311709673055,12.756688290326947,42.51337658065389,4.0,44.51337658065389,2.0,1.0
0.8854265016520653,33.77085300330413,6.427132508260327,11.114573498347935,29.885426501652066,8.114573498347935,33.77085300330413,2.0,1.0
0.3648051194351729,28.817597440282412,21.45279232084724,13.54720767915276,35.08798720141207,7.635194880564827,37.64162303745828,1.364805119435173,1.0
2.6901023517285854,49.05642784596663,14.690102351728585,24.0,43.563367450576195,7.436632549423805,44.690102351728584,1.5633674505761952,1.0
0.8483516633973535,32.0,7.393406653589414,6.848351663397353,34.696703326794704,8.696703326794706,34.696703326794704,1.0,1.0
4.0,20.476111115406702,33.76194444229665,4.238055557703351,38.047777769186595,3.0,38.047777769186595,0.0,1.0
2.696178596707879,22.26157146227717,13.219321521262222,12.130785731138586,45.565392865569294,4.738428537722829,45.565392865569294,1.0,1.0
3.0,34.28397262851938,41.0,10.53199253505074,21.68799502336716,5.68799502336716,41.0,3.0,1.0
2.7461953400065293,25.0,18.25380465999347,13.865488350016324,46.37309767000326,5.74619534000653,46.37309767000326,1.0,1.0
0.0,43.670350895341365,15.907393496672402,4.3814786993344805,28.32964910465864,9.14443609800344,43.670350895341365,2.0,1.0
0.0,26.57589425658826,27.287947128294128,4.0,32.23214099121565,7.904017623901956,44.38392950439217,3.0,1.0
2.5837837397671573,42.583783739767156,21.0,11.583783739767158,42.04054065058211,4.8324325204656855,43.624324390349265,1.7918918698835786,1.0
0.0,42.44777334164443,14.776113329177786,7.388056664588893,39.32833998753336,11.104453316711147,43.611943335411105,1.6119433354111066,1.0
0.2233690318670083,41.77663096813299,6.2233690318670085,8.446738063734017,46.329892904398974,7.0,46.329892904398974,1.0,1.0
2.0,22.368324269965456,19.0,13.315837865017272,46.0,5.0,46.0,1.0,1.0
3.538798889279531,30.46120111072047,41.0,6.844804442881878,29.310391114236246,2.922402221440939,41.0,3.0,1.0
0.0,25.410793853131374,18.27386256875425,4.205396926565687,28.136931284377123,7.136931284377124,48.13693128437713,3.0,1.0
3.610623908827031,41.44249563530812,17.168128273518906,16.663743452962184,48.11500872938375,8.0,42.66374345296219,1.3893760911729691,1.0
1.1984761861368964,39.066158728712296,8.066158728712299,11.933841271287701,26.264634914849196,8.0,39.066158728712296,2.0,1.0
2.0,31.758286182460886,13.758286182460886,21.966855270156454,40.20856908769557,8.0,40.20856908769557,1.0,1.0
0.0,40.93239348359337,3.8647869671867445,8.0,46.466196741796686,9.135213032813255,46.466196741796686,1.0,1.0
3.2247756637239555,24.19380608406901,26.030969579654943,6.806193915930989,18.0,4.1628365044140665,27.775224336276043,3.0,1.0
1.0,24.367511531856813,20.789170510618938,6.578341021237877,43.421658978762125,5.578341021237877,43.421658978762125,1.0,1.0
0.37498589274673244,23.374985892746732,22.250028214506536,4.749971785493464,27.249915356480393,4.625014107253268,38.0,3.0,1.0
0.3045225942038974,25.086432217388307,4.2180903768155895,10.390954811592206,35.0,8.086432217388309,35.0,1.0,1.0
0.0,21.110289277876735,20.94485536106163,4.3517148796461225,25.0,7.3517148796461225,31.40685951858449,3.0,1.0
0.0,43.082222004315085,4.041111002157543,6.438333496763685,43.0,6.041111002157543,44.04111100215754,1.5205555010787717,1.0
0.0,40.95709244792721,2.9570924479272085,8.0,43.12872265621837,5.171630208291167,43.12872265621837,1.0,1.0
0.0,31.451466439316793,22.0,6.097067121366417,27.742667803416044,8.54853356068321,48.19413424273284,3.0,1.0
0.0,32.0,29.686026328783015,4.261644726014153,24.790684219188677,7.261644726014153,48.05232894520283,3.0,1.0
3.0,24.266108084741166,34.0,5.653221616948233,16.733891915258834,2.653221616948233,34.0,3.0,1.0
1.0,35.323699269808316,8.661849634904156,17.309248174520782,32.66184963490416,6.676300730191688,35.323699269808316,2.0,1.0
1.7015334190324527,29.10460025709736,18.89539974290264,15.44769987145132,29.25383354758113,4.596933161935095,29.25383354758113,1.8507667095162263,1.0
2.633766044458024,44.4649358221679,20.26753208891605,12.732467911083951,42.4649358221679,4.0,44.4649358221679,2.0,1.0
1.0,36.0,7.821770791147137,14.87619776901498,31.821770791147138,6.589114604426431,36.0,2.0,1.0
0.6981088108917805,29.69810881089178,7.301891189108219,24.0,27.39621762178356,9.207564756432879,29.69810881089178,2.0,1.0
1.0,46.58994030727975,21.358994030727974,13.4359761229119,46.076982092183925,12.076982092183924,46.076982092183925,1.0,1.0
0.0,46.04926530961654,3.0123163274041342,6.950734690383464,45.0369489822124,8.012316327404134,46.04926530961654,2.0,1.0
0.0,24.918108259950685,18.245675220147948,4.081891740049316,29.081891740049315,8.836216519901368,32.409458700246574,3.0,1.0
3.0,25.093777648840994,34.062518432560665,10.0,33.781185486037685,3.968740783719669,34.062518432560665,3.0,1.0
3.0,53.0,18.18307735333894,12.635823991426168,36.0,6.181098655234891,36.0,1.0,1.0
4.0,22.0,26.0,5.340029970155279,31.510044955232917,3.8500749253881974,31.510044955232917,0.0,1.0
0.0,48.20772667151917,18.551931667879792,3.551931667879791,42.655795003639376,9.551931667879792,48.20772667151917,2.0,1.0
3.0,33.4047222994649,36.26981486630993,13.944352032084764,35.190555401070206,5.865092566845034,36.26981486630993,4.0,1.0
1.8387680996320093,42.225845399754675,28.451690799509347,27.355072398528037,31.22584539975467,7.3224638007359815,42.225845399754675,2.0,1.0
0.0,28.855331852058267,22.0,12.1319911123496,35.710663704116534,8.4340044438252,35.710663704116534,1.0,1.0
0.0,25.0,18.656989468591764,4.656989468591766,26.372042125632937,8.343010531408234,33.31397893718353,3.0,1.0
1.4530370930278402,50.0,16.843456976759466,10.0,31.09392581394432,6.062617209296214,50.0,2.0,1.0
0.0,24.209880303356453,18.52674646442903,4.0,28.47325353557097,8.736626767785484,31.736626767785484,3.0,1.0
4.0,22.0,26.0,6.338237005735435,33.007355508603155,6.345592514338588,33.007355508603155,0.0,1.0
1.0,23.07568395390021,21.962158023049895,6.037841976950105,38.189209884750525,7.92431604609979,38.189209884750525,1.0,1.0
1.0,46.29247254838755,7.0,13.877417645162659,44.646236274193775,8.0,46.29247254838755,2.0,1.0
3.742766600692741,23.657022134256987,14.314044268513975,14.657022134256987,48.65702213425699,3.3429778657430123,48.65702213425699,1.0,1.0
0.2409204118513254,30.722761235553975,21.445522471107953,8.554477528892047,32.0,10.445522471107953,32.24092041185133,1.2409204118513255,1.0
1.9680773357369263,28.09576799278922,19.09576799278922,15.74461868589541,31.09576799278922,6.191535985578442,44.8723093429477,3.0,1.0
0.0,22.914290372518337,19.064282220611247,5.957145186259169,28.914290372518337,9.935717779388753,32.93571777938875,3.0,1.0
3.0,53.0,23.0,23.777774907995948,39.99999483439271,6.222225092004052,39.99999483439271,1.0,1.0
0.0,20.868768301052093,21.065615849473954,4.311461383508682,25.0,7.311461383508682,31.24584553403473,3.0,1.0
1.0,28.25412372561404,23.0,5.881185588421058,40.745876274385964,13.864690685964904,45.254123725614036,3.0,1.0
